step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,0.00,2.6129,-592.5306,585.55,413.86,413.86,0.999346,0.094412,0.000000,1.9981,1.0632,3.1
2,0.00,0.00,2.7449,-626.6935,557.07,274.20,274.20,1.008912,0.067179,0.000000,1.9962,1.0605,5.9
3,0.00,0.00,2.5719,-679.7063,763.65,466.06,274.20,0.971448,0.060829,0.000000,1.9943,1.0604,8.8
4,0.00,0.00,2.6535,-656.1672,752.65,392.81,274.20,0.997065,0.049770,0.000000,1.9924,1.0602,11.6
5,0.00,0.00,2.6184,-699.5747,836.52,297.91,274.20,1.003167,0.057570,0.000000,1.9905,1.0589,14.5
6,0.00,0.00,2.6841,-642.6978,522.20,392.16,274.20,1.002427,0.056337,0.000000,1.9886,1.0575,17.3
7,0.00,0.00,2.7543,-670.4755,706.46,368.44,274.20,1.004399,0.065821,0.000000,1.9867,1.0574,19.7
8,0.00,0.00,2.7295,-713.4543,893.61,290.33,274.20,1.008114,0.066055,0.000000,1.9848,1.0579,22.6
9,0.00,0.00,2.6982,-674.1263,815.29,322.78,274.20,1.011218,0.054849,0.000000,1.9829,1.0591,25.3
10,0.00,0.00,2.7215,-629.5850,842.82,383.88,274.20,0.998924,0.044940,0.000000,1.9810,1.0594,28.2
11,0.00,0.00,2.6988,-636.6537,514.79,330.42,274.20,0.994991,0.047570,0.000000,1.9791,1.0579,31.1
12,0.00,0.00,2.7652,-627.0415,602.92,407.81,274.20,1.008672,0.055350,0.000000,1.9772,1.0561,33.8
13,0.00,0.00,2.8188,-667.1073,601.12,269.74,269.74,1.010679,0.055741,0.000000,1.9753,1.0544,36.7
14,0.00,0.00,2.7507,-645.5768,847.16,374.66,269.74,1.000604,0.059591,0.000000,1.9734,1.0529,39.4
15,0.00,0.00,2.7176,-679.3626,913.06,385.33,269.74,0.985579,0.058890,0.000000,1.9715,1.0505,42.3
16,0.00,0.00,2.8085,-624.8323,423.28,299.34,269.74,0.999323,0.050409,0.000000,1.9696,1.0476,44.8
17,0.00,0.00,2.7760,-610.1168,598.62,403.52,269.74,0.998457,0.050797,0.000000,1.9677,1.0456,47.6
18,0.00,0.00,2.8037,-593.0625,885.38,303.40,269.74,0.991204,0.058414,0.000000,1.9658,1.0436,50.5
19,0.00,0.00,2.7867,-596.8334,958.38,368.90,269.74,0.988902,0.046009,0.000000,1.9639,1.0408,53.2
