step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,-1573130.00,-27277176.00,0.0000,-592.5306,292.36,198.01,198.01,0.986946,0.106920,0.031250,1.9981,1.0604,3.1
2,-1573319.12,-27393588.00,0.0000,-624.9983,204.81,201.77,198.01,0.999029,0.044845,0.000000,1.9962,1.0556,5.9
3,-1499606.25,-26402320.00,0.0000,-678.8967,222.36,191.00,191.00,1.018115,0.067837,0.000000,1.9943,1.0520,8.7
4,-1515809.88,-26793912.00,0.0000,-652.0701,195.41,182.76,182.76,1.007610,0.046143,0.000000,1.9924,1.0500,11.5
5,-1565258.00,-27111120.00,0.0000,-691.7589,276.19,195.31,182.76,0.994938,0.057279,0.000000,1.9905,1.0466,14.3
6,-1535816.25,-26768724.00,0.0000,-631.1102,324.43,224.16,182.76,0.978911,0.057893,0.000000,1.9886,1.0424,17.0
7,-1533076.75,-27097712.00,0.0000,-666.9337,173.76,143.60,143.60,0.997500,0.049728,0.000000,1.9867,1.0394,19.5
8,-1578029.00,-27685760.00,0.0000,-708.3068,237.33,211.38,143.60,0.993952,0.048989,0.000000,1.9848,1.0381,22.3
9,-1512029.00,-26608736.00,0.0000,-667.0169,137.13,137.13,137.13,0.990432,0.056957,0.000000,1.9829,1.0367,25.1
10,-1501505.25,-26408944.00,0.0000,-617.2028,142.88,142.88,137.13,1.005402,0.043371,0.000000,1.9810,1.0354,27.9
11,-1523074.00,-26902238.00,0.0000,-632.1969,297.64,189.66,137.13,1.010041,0.043044,0.000000,1.9791,1.0346,30.6
12,-1584417.62,-27821952.00,0.0000,-621.5961,320.80,191.24,137.13,0.999934,0.046983,0.000000,1.9772,1.0326,33.4
13,-1536978.25,-26686064.00,0.0000,-674.2551,186.21,186.21,137.13,0.993734,0.045556,0.000000,1.9753,1.0297,36.2
14,-1481141.75,-26246336.00,0.0000,-626.6223,172.68,172.68,137.13,0.991385,0.055362,0.031250,1.9734,1.0265,38.9
15,-1473846.50,-26065702.00,0.0000,-657.5555,167.15,167.15,137.13,0.995009,0.062085,0.031250,1.9715,1.0238,41.7
16,-1420740.00,-25301648.00,0.0000,-638.5283,134.48,127.77,127.77,1.012970,0.056130,0.000000,1.9696,1.0207,44.3
17,-1480409.00,-26431340.00,0.0000,-602.3566,164.09,132.89,127.77,0.996120,0.053719,0.000000,1.9677,1.0159,46.9
18,-1449744.25,-25985436.00,0.0000,-575.7328,135.31,135.31,127.77,1.004362,0.052873,0.000000,1.9658,1.0101,49.7
19,-1473514.50,-26402480.00,0.0000,-564.8492,210.69,174.80,127.77,0.997887,0.060099,0.000000,1.9639,1.0050,52.5
20,-1427976.50,-25704340.00,0.0000,-622.5317,258.01,190.14,127.77,1.005652,0.045795,0.000000,1.9620,1.0012,55.3
21,-1387678.12,-25314432.00,0.0000,-561.5684,177.95,110.30,110.30,1.007946,0.053953,0.000000,1.9601,0.9976,58.2
22,-1513657.62,-27012700.00,0.0000,-574.7474,125.89,125.89,110.30,0.978979,0.052143,0.000000,1.9582,0.9939,61.0
23,-1444138.50,-26094884.00,0.0000,-574.6182,179.42,167.36,110.30,1.015058,0.061245,0.000000,1.9563,0.9897,63.8
24,-1413834.12,-25399540.00,0.0000,-643.5098,155.94,155.94,110.30,1.003608,0.036193,0.000000,1.9544,0.9850,66.6
25,-1473891.75,-26349922.00,0.0000,-632.8159,229.72,176.54,110.30,1.004512,0.059499,0.031250,1.9525,0.9803,69.4
26,-1468811.50,-25941546.00,0.0000,-625.6351,147.78,147.78,110.30,1.007512,0.053264,0.000000,1.9506,0.9759,71.9
27,-1436189.50,-25953570.00,0.0000,-557.9476,203.60,177.64,110.30,0.995026,0.065588,0.000000,1.9487,0.9709,74.7
28,-1465269.62,-26539868.00,0.0000,-604.2779,188.02,162.85,110.30,0.995115,0.032193,0.000000,1.9468,0.9656,77.4
29,-1380359.50,-25161884.00,0.0000,-552.3563,233.99,148.91,110.30,1.016240,0.045952,0.000000,1.9449,0.9605,80.2
30,-1414705.50,-25343102.00,0.0000,-575.3391,149.21,147.46,110.30,1.009528,0.045255,0.000000,1.9430,0.9551,83.0
31,-1378720.75,-24811856.00,0.0000,-546.8585,149.63,149.63,110.30,0.996338,0.048079,0.000000,1.9411,0.9489,85.7
32,-1438303.00,-25861118.00,0.0000,-608.2953,183.30,154.02,110.30,0.994272,0.050761,0.000000,1.9392,0.9413,88.6
33,-1422154.00,-25486412.00,0.0000,-583.5377,144.58,138.72,110.30,0.993806,0.047998,0.000000,1.9373,0.9340,91.3
34,-1414752.00,-25898164.00,0.0000,-541.9254,191.85,140.68,110.30,0.990248,0.038734,0.000000,1.9354,0.9281,94.1
35,-1460777.00,-26073398.00,0.0000,-543.5589,212.41,164.79,110.30,0.992375,0.037183,0.000000,1.9335,0.9224,96.5
36,-1430266.00,-25967584.00,0.0000,-528.5710,227.86,199.55,110.30,1.008605,0.051999,0.000000,1.9316,0.9162,99.3
37,-1354602.62,-24863356.00,0.0000,-538.0945,155.97,143.29,110.30,0.996157,0.062229,0.000000,1.9297,0.9105,102.1
38,-1460945.50,-26224414.00,0.0000,-525.7288,183.73,130.80,110.30,1.005544,0.047039,0.000000,1.9278,0.9050,104.8
39,-1417844.25,-25569198.00,0.0000,-546.2131,209.21,163.79,110.30,1.000220,0.046281,0.000000,1.9259,0.9001,107.6
40,-1368116.38,-25053590.00,0.0000,-560.0154,134.32,119.61,110.30,1.005010,0.050411,0.000000,1.9240,0.8944,110.4
41,-1387827.38,-25079136.00,0.0000,-512.2234,298.06,127.08,110.30,1.001184,0.047692,0.000000,1.9221,0.8885,113.1
42,-1398434.25,-25710892.00,0.0000,-488.6790,216.21,160.02,110.30,1.007064,0.051875,0.000000,1.9202,0.8832,115.9
43,-1384499.75,-25036556.00,0.0000,-524.5035,163.52,91.42,91.42,0.983385,0.064130,0.031250,1.9183,0.8784,118.7
44,-1395784.25,-25130614.00,0.0000,-553.4331,168.83,142.54,91.42,0.987642,0.052893,0.000000,1.9164,0.8731,121.1
45,-1380746.25,-25186880.00,0.0000,-519.7959,254.68,126.88,91.42,0.988517,0.045675,0.000000,1.9145,0.8684,123.8
46,-1360291.00,-25050122.00,0.0000,-497.7845,186.29,156.23,91.42,1.006458,0.047737,0.000000,1.9126,0.8646,126.7
47,-1444122.25,-25991008.00,0.0000,-554.3743,156.50,156.50,91.42,0.996569,0.053157,0.000000,1.9107,0.8604,129.5
48,-1382780.12,-25077138.00,0.0000,-584.2378,197.34,168.90,91.42,0.993198,0.048319,0.000000,1.9088,0.8552,132.2
49,-1324808.00,-24570668.00,0.0000,-504.0681,182.34,116.26,91.42,1.006265,0.046322,0.000000,1.9069,0.8492,135.0
50,-1396825.25,-25545488.00,0.0000,-523.1024,248.19,156.82,91.42,0.992742,0.058438,0.000000,1.9050,0.8429,137.8
51,-1310041.62,-23818460.00,0.0000,-541.4884,240.58,134.52,91.42,1.012366,0.057765,0.000000,1.9031,0.8380,140.6
52,-1371272.00,-25151948.00,0.0000,-552.1751,195.00,123.07,91.42,0.996750,0.042748,0.000000,1.9012,0.8337,143.4
53,-1386651.62,-25588132.00,0.0000,-478.1258,305.90,149.63,91.42,1.002512,0.046199,0.000000,1.8993,0.8294,145.9
54,-1350439.50,-24965030.00,0.0000,-529.7152,248.52,117.82,91.42,1.007855,0.053068,0.000000,1.8974,0.8239,148.6
55,-1395960.62,-25019906.00,0.0000,-553.2211,224.80,148.31,91.42,0.982475,0.065886,0.000000,1.8955,0.8186,151.4
56,-1342402.50,-24747372.00,0.0000,-545.3601,150.31,150.31,91.42,0.997964,0.048500,0.000000,1.8936,0.8143,154.2
57,-1374687.25,-25312996.00,0.0000,-481.2325,207.78,176.52,91.42,1.003618,0.043666,0.000000,1.8917,0.8108,157.1
58,-1402309.00,-25273740.00,0.0000,-498.6420,255.87,126.21,91.42,0.992747,0.057568,0.000000,1.8898,0.8058,159.9
59,-1321312.00,-24422374.00,0.0000,-551.4389,135.08,118.63,91.42,0.990439,0.049938,0.000000,1.8879,0.8007,162.6
60,-1334638.75,-24354400.00,0.0000,-496.5671,178.94,114.63,91.42,1.001620,0.054242,0.000000,1.8860,0.7958,165.5
61,-1323289.88,-24509388.00,0.0000,-498.3968,173.37,123.78,91.42,0.995937,0.061008,0.031250,1.8841,0.7899,168.3
62,-1349741.00,-24641094.00,0.0000,-504.2986,174.84,145.48,91.42,0.994379,0.058703,0.000000,1.8822,0.7827,170.7
63,-1318143.88,-24192858.00,0.0000,-499.3779,183.29,139.61,91.42,0.984528,0.053720,0.000000,1.8803,0.7757,173.4
64,-1327148.75,-24572142.00,0.0000,-538.0521,156.83,139.32,91.42,0.989699,0.060091,0.000000,1.8784,0.7689,176.2
65,-1361657.38,-24856398.00,0.0000,-496.0603,214.97,138.49,91.42,0.988895,0.042088,0.000000,1.8765,0.7631,179.0
66,-1320696.00,-24185304.00,0.0000,-504.6096,153.34,118.59,91.42,0.990539,0.048851,0.000000,1.8746,0.7581,181.8
67,-1338043.88,-24953800.00,0.0000,-480.8881,160.77,143.02,91.42,1.002459,0.055072,0.000000,1.8727,0.7533,184.6
68,-1320962.12,-24519278.00,0.0000,-512.4447,196.31,113.11,91.42,0.994834,0.055880,0.000000,1.8708,0.7489,187.4
69,-1331837.00,-24331022.00,0.0000,-471.7650,167.48,116.37,91.42,1.002142,0.056687,0.000000,1.8689,0.7450,190.2
70,-1327249.25,-24440530.00,0.0000,-467.1481,193.40,151.90,91.42,0.989873,0.050688,0.000000,1.8670,0.7402,193.1
71,-1242751.88,-23097532.00,0.0000,-515.0479,118.46,118.46,91.42,0.997613,0.060152,0.000000,1.8651,0.7346,195.6
72,-1309505.25,-24063084.00,0.0000,-483.5685,209.68,125.70,91.42,1.003385,0.055030,0.000000,1.8632,0.7280,198.4
73,-1276144.00,-23524912.00,0.0000,-436.3677,163.02,127.52,91.42,1.007321,0.060224,0.000000,1.8613,0.7219,201.1
74,-1324261.12,-24693166.00,0.0000,-505.2322,170.97,139.19,91.42,0.991234,0.063922,0.031250,1.8594,0.7164,204.0
75,-1300751.75,-24330908.00,0.0000,-535.9405,161.67,146.03,91.42,1.003931,0.057495,0.000000,1.8575,0.7107,206.7
76,-1338668.25,-24792836.00,0.0000,-502.6251,149.17,126.92,91.42,0.994868,0.034188,0.000000,1.8556,0.7049,209.5
77,-1337693.88,-24955752.00,0.0000,-518.3451,154.67,122.87,91.42,0.990226,0.056241,0.000000,1.8537,0.6998,212.3
78,-1263435.75,-23721476.00,0.0000,-478.5961,198.98,140.27,91.42,0.998061,0.047899,0.000000,1.8518,0.6949,215.0
79,-1317401.12,-24551540.00,0.0000,-468.9949,148.98,148.98,91.42,1.005200,0.054841,0.000000,1.8499,0.6895,217.8
80,-1229139.75,-23164164.00,0.0000,-507.9074,182.58,138.61,91.42,0.997337,0.057005,0.000000,1.8480,0.6845,220.4
81,-1264963.75,-23584974.00,0.0000,-544.3807,182.83,138.78,91.42,1.000374,0.055759,0.000000,1.8461,0.6791,223.2
82,-1297403.75,-24216106.00,0.0000,-496.0054,113.75,113.75,91.42,1.008530,0.044411,0.000000,1.8442,0.6744,225.9
83,-1331799.00,-24485424.00,0.0000,-437.9141,267.19,126.81,91.42,1.003377,0.044611,0.000000,1.8423,0.6695,228.7
84,-1294954.75,-24039752.00,0.0000,-544.8679,113.72,113.72,91.42,0.989448,0.061869,0.000000,1.8404,0.6630,231.5
85,-1319291.62,-24305246.00,0.0000,-460.2248,117.14,117.14,91.42,1.000560,0.058211,0.000000,1.8385,0.6566,234.3
