step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-72.05,0.0000,-592.5306,421.40,421.40,421.40,1.005237,0.092666,0.000000,1.9981,1.0664,3.0
2,0.00,-63.97,0.0000,-628.1769,290.45,290.45,290.45,1.011635,0.071500,0.000000,1.9962,1.0638,5.8
3,0.00,-72.38,0.0000,-682.2598,430.04,382.57,290.45,0.976453,0.058022,0.000000,1.9943,1.0612,8.5
4,0.00,-67.20,0.0000,-657.4026,394.06,394.06,290.45,1.002462,0.048519,0.000000,1.9924,1.0592,11.3
5,0.00,-71.38,0.0000,-699.7091,288.90,288.90,288.90,0.996312,0.060817,0.000000,1.9905,1.0564,14.1
6,0.00,-67.88,0.0000,-640.7456,411.51,358.16,288.90,0.997874,0.065269,0.000000,1.9886,1.0536,16.9
7,0.00,-62.72,0.0000,-670.0845,370.60,370.60,288.90,1.004410,0.065219,0.000000,1.9867,1.0533,19.7
8,0.00,-64.95,0.0000,-709.3265,460.74,328.12,288.90,1.009087,0.065839,0.000000,1.9848,1.0539,22.5
9,0.00,-66.02,0.0000,-671.9812,281.61,281.61,281.61,1.011545,0.059194,0.000000,1.9829,1.0551,25.0
10,0.00,-64.45,0.0000,-629.2559,468.57,348.37,281.61,1.002964,0.043326,0.000000,1.9810,1.0555,27.8
11,0.00,-66.18,0.0000,-638.5242,414.88,384.38,281.61,0.995601,0.050141,0.000000,1.9791,1.0539,30.5
12,0.00,-63.83,0.0000,-626.2938,427.23,363.31,281.61,1.009316,0.052528,0.000000,1.9772,1.0511,33.3
13,0.00,-61.01,0.0000,-668.8517,251.23,251.23,251.23,1.008848,0.054072,0.000000,1.9753,1.0482,36.1
14,0.00,-63.22,0.0000,-643.9130,379.04,379.04,251.23,0.998969,0.055370,0.000000,1.9734,1.0458,38.9
15,0.00,-65.22,0.0000,-678.3014,378.91,345.47,251.23,0.985420,0.056738,0.000000,1.9715,1.0422,41.7
16,0.00,-61.04,0.0000,-623.8195,343.02,342.52,251.23,0.999037,0.050356,0.000000,1.9696,1.0384,44.5
17,0.00,-62.17,0.0000,-604.4723,378.75,378.75,251.23,0.999082,0.051432,0.000000,1.9677,1.0355,47.2
18,0.00,-60.37,0.0000,-592.2469,341.80,341.80,251.23,0.993214,0.057001,0.000000,1.9658,1.0326,50.0
19,0.00,-61.63,0.0000,-593.1498,360.42,360.42,251.23,0.988450,0.046801,0.000000,1.9639,1.0291,52.6
20,0.00,-61.04,0.0000,-623.6804,443.84,443.84,251.23,1.010709,0.054650,0.000000,1.9620,1.0276,55.4
21,0.00,-55.92,0.0000,-572.8063,347.34,347.34,251.23,1.001786,0.046165,0.000000,1.9601,1.0276,58.2
22,0.00,-58.11,0.0000,-585.0355,469.63,401.18,251.23,1.004168,0.050058,0.000000,1.9582,1.0272,61.0
23,0.00,-60.06,0.0000,-596.0466,359.49,359.49,251.23,0.991575,0.058644,0.000000,1.9563,1.0264,63.8
24,0.00,-59.91,0.0000,-665.6386,394.09,394.09,251.23,0.994597,0.052791,0.000000,1.9544,1.0250,66.5
25,0.00,-57.24,0.0000,-653.3964,327.10,327.10,251.23,1.000449,0.059578,0.000000,1.9525,1.0222,69.2
26,0.00,-55.70,0.0000,-655.9010,295.38,295.38,251.23,0.999477,0.052188,0.000000,1.9506,1.0189,72.0
27,0.00,-56.92,0.0000,-574.7744,301.65,301.65,251.23,0.999500,0.053871,0.000000,1.9487,1.0145,74.8
28,0.00,-49.70,0.0000,-600.3470,358.75,324.53,251.23,1.022257,0.050304,0.000000,1.9468,1.0113,77.3
29,0.00,-55.92,0.0000,-561.7988,320.29,320.29,251.23,1.006576,0.058216,0.000000,1.9449,1.0090,80.1
30,0.00,-53.86,0.0000,-578.0118,203.41,203.41,203.41,0.990945,0.064192,0.000000,1.9430,1.0065,82.9
31,0.00,-56.42,0.0000,-577.1622,321.89,270.28,203.41,0.991405,0.066524,0.031250,1.9411,1.0040,85.6
32,0.00,-54.05,0.0000,-643.9625,316.73,316.73,203.41,1.002403,0.045971,0.000000,1.9392,1.0025,88.5
33,0.00,-50.68,0.0000,-609.4854,262.48,262.48,203.41,1.002548,0.047317,0.000000,1.9373,1.0022,91.3
34,0.00,-50.04,0.0000,-578.3306,312.21,312.21,203.41,0.998493,0.056155,0.000000,1.9354,1.0001,94.1
35,0.00,-54.12,0.0000,-598.8829,329.91,283.78,203.41,1.000782,0.049671,0.000000,1.9335,0.9969,96.9
36,0.00,-49.55,0.0000,-584.0065,380.96,259.55,203.41,1.009128,0.059586,0.000000,1.9316,0.9949,99.7
37,0.00,-45.60,0.0000,-564.0730,265.35,265.35,203.41,1.018160,0.049071,0.000000,1.9297,0.9936,102.2
38,0.00,-48.98,0.0000,-574.5493,246.88,246.88,203.41,0.999519,0.058932,0.000000,1.9278,0.9924,105.0
39,0.00,-48.62,0.0000,-578.8313,230.76,230.76,203.41,1.008805,0.069409,0.031250,1.9259,0.9901,107.8
40,0.00,-49.19,0.0000,-582.7074,370.23,311.60,203.41,0.998003,0.061170,0.000000,1.9240,0.9870,110.5
41,0.00,-47.44,0.0000,-546.9883,226.95,226.95,203.41,0.999940,0.060665,0.000000,1.9221,0.9840,113.3
