step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,-1858687.38,-29253328.00,0.0000,-592.5306,783.47,413.86,413.86,1.008881,0.089841,0.000000,1.9981,1.0703,2.9
2,-1771042.00,-28579790.00,0.0000,-630.3287,407.17,273.15,273.15,0.994096,0.068625,0.000000,1.9962,1.0726,5.7
3,-1896070.75,-29479358.00,0.0000,-694.3453,636.25,464.51,273.15,0.980532,0.050549,0.000000,1.9943,1.0742,8.4
4,-1791141.00,-28392734.00,0.0000,-674.2840,788.31,393.11,273.15,1.000162,0.032555,0.000000,1.9924,1.0754,11.3
5,-1844139.50,-28899688.00,0.0000,-721.6332,799.38,301.29,273.15,1.006635,0.056121,0.000000,1.9905,1.0776,14.1
6,-1816848.00,-29012250.00,0.0000,-673.0263,899.39,396.82,273.15,1.017283,0.062209,0.000000,1.9886,1.0801,16.9
7,-1769614.12,-28494124.00,0.0000,-690.6379,801.20,367.03,273.15,1.005022,0.050680,0.000000,1.9867,1.0835,19.6
8,-1750031.25,-27963996.00,0.0000,-754.1191,1103.93,295.96,273.15,1.020239,0.056047,0.000000,1.9848,1.0870,22.0
9,-1826001.88,-28979026.00,0.0000,-711.1569,1017.69,342.30,273.15,1.003873,0.064991,0.031250,1.9829,1.0909,24.8
10,-1779052.50,-28399700.00,0.0000,-661.3226,631.64,384.02,273.15,0.990944,0.039705,0.000000,1.9810,1.0935,27.6
11,-1816488.00,-28835618.00,0.0000,-670.5228,871.53,340.53,273.15,1.001771,0.039614,0.000000,1.9791,1.0939,30.4
12,-1774695.75,-28537604.00,0.0000,-669.5093,872.35,419.07,273.15,1.008307,0.052406,0.000000,1.9772,1.0929,33.2
13,-1775913.50,-28741240.00,0.0000,-708.4261,862.04,272.40,272.40,1.005901,0.049733,0.000000,1.9753,1.0921,35.9
14,-1752868.25,-28102196.00,0.0000,-701.4889,717.05,401.18,272.40,1.005638,0.057081,0.000000,1.9734,1.0914,38.6
15,-1812574.50,-28815364.00,0.0000,-730.3397,921.20,406.53,272.40,0.993646,0.048319,0.000000,1.9715,1.0903,41.4
16,-1755261.12,-28448168.00,0.0000,-676.6890,435.40,315.86,272.40,0.998341,0.042927,0.000000,1.9696,1.0886,44.1
17,-1766334.00,-28516164.00,0.0000,-688.3820,805.75,422.44,272.40,1.003379,0.050495,0.000000,1.9677,1.0887,46.5
18,-1769167.50,-28490920.00,0.0000,-645.2456,1045.48,336.60,272.40,0.990152,0.053628,0.000000,1.9658,1.0894,49.3
19,-1758507.50,-28381668.00,0.0000,-663.7338,713.85,397.69,272.40,0.996472,0.056818,0.000000,1.9639,1.0900,52.0
20,-1762188.25,-28384076.00,0.0000,-693.1868,795.75,455.47,272.40,0.994232,0.039879,0.000000,1.9620,1.0914,54.7
21,-1769034.88,-28987452.00,0.0000,-631.4066,631.99,411.70,272.40,0.992385,0.044454,0.000000,1.9601,1.0931,57.6
22,-1670486.25,-27598204.00,0.0000,-680.0812,962.77,452.31,272.40,1.011012,0.048837,0.000000,1.9582,1.0943,60.3
23,-1758310.00,-28417708.00,0.0000,-691.4938,981.67,471.40,272.40,0.981243,0.058824,0.000000,1.9563,1.0952,63.0
24,-1737126.25,-27890008.00,0.0000,-763.8267,601.45,455.83,272.40,0.995885,0.041660,0.000000,1.9544,1.0954,65.9
25,-1703555.25,-27722768.00,0.0000,-744.6466,1095.93,273.12,272.40,0.994541,0.066837,0.031250,1.9525,1.0943,68.6
26,-1691112.50,-27804142.00,0.0000,-730.1942,613.33,355.96,272.40,0.988614,0.067479,0.000000,1.9506,1.0931,71.0
27,-1719826.12,-28089552.00,0.0000,-691.9255,598.00,364.68,272.40,1.005602,0.036526,0.000000,1.9487,1.0918,73.8
28,-1615058.00,-27430170.00,0.0000,-687.8925,813.38,399.59,272.40,1.008133,0.033439,0.000000,1.9468,1.0912,76.6
29,-1735315.38,-28073856.00,0.0000,-674.2513,774.07,391.53,272.40,0.996921,0.034789,0.000000,1.9449,1.0916,79.3
30,-1706024.25,-28053642.00,0.0000,-632.7152,539.76,266.57,266.57,0.991008,0.049240,0.000000,1.9430,1.0916,82.1
31,-1715612.75,-27974142.00,0.0000,-694.9792,351.77,351.77,266.57,1.005647,0.035178,0.000000,1.9411,1.0915,84.9
32,-1708883.25,-27947896.00,0.0000,-754.6646,622.77,394.70,266.57,0.986536,0.047104,0.000000,1.9392,1.0901,87.6
33,-1655436.00,-27918186.00,0.0000,-715.6329,986.00,355.39,266.57,0.993858,0.051945,0.000000,1.9373,1.0881,90.3
34,-1635931.50,-27399006.00,0.0000,-683.3780,792.36,383.26,266.57,1.006553,0.039597,0.000000,1.9354,1.0872,93.2
35,-1651332.38,-27130464.00,0.0000,-758.6243,503.67,398.32,266.57,1.014439,0.047283,0.000000,1.9335,1.0864,95.6
36,-1654573.00,-27409348.00,0.0000,-660.0270,476.35,422.56,266.57,0.992022,0.032212,0.000000,1.9316,1.0869,98.4
37,-1624583.38,-27358504.00,0.0000,-655.5511,743.74,287.80,266.57,1.011997,0.044962,0.000000,1.9297,1.0886,101.2
38,-1625767.25,-27284428.00,0.0000,-681.3209,653.84,319.98,266.57,0.998052,0.033909,0.000000,1.9278,1.0904,103.9
39,-1661914.25,-27744456.00,0.0000,-664.1191,745.59,286.43,266.57,0.994167,0.042912,0.000000,1.9259,1.0915,106.8
40,-1670580.25,-27617260.00,0.0000,-709.0062,668.18,411.19,266.57,0.999744,0.049136,0.000000,1.9240,1.0931,109.5
41,-1626492.50,-27217812.00,0.0000,-686.2100,348.19,348.19,266.57,1.006078,0.056017,0.000000,1.9221,1.0947,112.2
42,-1633776.50,-27291616.00,0.0000,-661.2076,760.70,447.48,266.57,1.000491,0.042131,0.000000,1.9202,1.0963,115.0
43,-1625653.12,-27494772.00,0.0000,-683.5303,592.31,340.40,266.57,1.013908,0.070804,0.000000,1.9183,1.0977,117.7
