step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-98.96,0.0000,-592.5306,607.18,463.91,463.91,1.004305,0.096331,0.000000,1.9981,1.0700,2.4
2,0.00,-91.60,0.0000,-631.1968,372.84,372.84,372.84,1.005640,0.063973,0.000000,1.9962,1.0682,4.6
3,0.00,-103.35,0.0000,-685.9746,584.22,517.30,372.84,0.971403,0.059488,0.000000,1.9943,1.0684,6.1
4,0.00,-97.36,0.0000,-661.7172,291.41,291.41,291.41,0.995993,0.047117,0.000000,1.9924,1.0686,7.8
5,0.00,-99.82,0.0000,-706.0681,411.66,411.66,291.41,1.005280,0.059928,0.000000,1.9905,1.0679,9.5
6,0.00,-94.66,0.0000,-648.7736,360.37,360.37,291.41,1.005566,0.057710,0.000000,1.9886,1.0675,11.3
7,0.00,-89.02,0.0000,-676.0795,394.68,394.68,291.41,1.006274,0.064235,0.000000,1.9867,1.0677,13.1
8,0.00,-92.75,0.0000,-719.5481,419.12,419.12,291.41,1.008403,0.064589,0.000000,1.9848,1.0686,15.0
9,0.00,-93.74,0.0000,-679.7391,472.74,472.74,291.41,1.004332,0.057538,0.000000,1.9829,1.0701,17.1
10,0.00,-91.82,0.0000,-636.4648,350.86,350.86,291.41,0.996418,0.045762,0.000000,1.9810,1.0703,19.3
11,0.00,-94.44,0.0000,-642.7905,266.44,266.44,266.44,0.996470,0.048689,0.000000,1.9791,1.0684,21.5
12,0.00,-89.79,0.0000,-633.1971,359.86,359.86,266.44,1.007953,0.056157,0.000000,1.9772,1.0662,23.4
13,0.00,-85.33,0.0000,-672.2682,277.91,277.91,266.44,1.010420,0.056509,0.000000,1.9753,1.0639,25.5
14,0.00,-89.51,0.0000,-652.0108,365.84,365.84,266.44,0.999609,0.054826,0.000000,1.9734,1.0623,27.7
15,0.00,-93.02,0.0000,-685.7056,317.67,317.67,266.44,0.989224,0.060499,0.000000,1.9715,1.0604,29.8
16,0.00,-87.76,0.0000,-629.9336,295.49,295.49,266.44,0.996004,0.047216,0.000000,1.9696,1.0579,32.0
17,0.00,-87.09,0.0000,-618.8813,325.41,325.41,266.44,0.998879,0.050694,0.000000,1.9677,1.0561,34.1
18,0.00,-86.65,0.0000,-601.0869,308.78,308.78,266.44,0.990416,0.058519,0.000000,1.9658,1.0544,36.1
19,0.00,-86.28,0.0000,-603.7998,349.97,349.97,266.44,0.988999,0.042517,0.000000,1.9639,1.0523,38.2
20,0.00,-85.17,0.0000,-631.8926,250.09,250.09,250.09,1.000079,0.040828,0.000000,1.9620,1.0513,40.1
21,0.00,-80.97,0.0000,-575.4495,422.59,391.45,250.09,0.998551,0.040208,0.000000,1.9601,1.0513,42.2
22,0.00,-75.30,0.0000,-602.9819,366.63,269.41,250.09,1.015770,0.058561,0.000000,1.9582,1.0514,44.3
23,0.00,-85.78,0.0000,-605.8376,446.08,443.51,250.09,0.982140,0.049266,0.000000,1.9563,1.0510,46.4
24,0.00,-85.35,0.0000,-673.4946,394.24,394.20,250.09,0.997675,0.044293,0.000000,1.9544,1.0493,48.5
25,0.00,-79.52,0.0000,-651.6384,277.47,277.47,250.09,1.001647,0.057917,0.000000,1.9525,1.0465,50.6
26,0.00,-74.71,0.0000,-655.8488,357.97,329.08,250.09,0.993957,0.058212,0.000000,1.9506,1.0438,52.7
27,0.00,-78.57,0.0000,-582.0131,284.18,279.64,250.09,1.001904,0.043099,0.000000,1.9487,1.0400,54.9
28,0.00,-65.75,0.0000,-603.7613,222.46,222.46,222.46,1.020953,0.042026,0.000000,1.9468,1.0365,57.0
29,0.00,-82.40,0.0000,-557.9872,269.10,246.25,222.46,0.989426,0.048942,0.000000,1.9449,1.0336,58.9
30,0.00,-75.81,0.0000,-576.5471,189.48,189.48,189.48,1.000082,0.054842,0.000000,1.9430,1.0310,61.0
31,0.00,-78.72,0.0000,-576.5679,257.01,257.01,189.48,0.989324,0.056536,0.031250,1.9411,1.0282,63.1
32,0.00,-75.80,0.0000,-634.4922,215.60,215.60,189.48,0.990335,0.057626,0.000000,1.9392,1.0261,65.3
33,0.00,-65.30,0.0000,-607.4435,252.15,252.15,189.48,0.999013,0.040775,0.000000,1.9373,1.0249,67.4
