step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,0.34,0.0000,-592.5306,446.25,445.61,445.61,1.006701,0.092399,0.000000,1.9981,1.0626,2.3
2,0.00,0.40,0.0000,-627.8685,381.93,309.67,309.67,1.013646,0.066758,0.000000,1.9962,1.0581,4.5
3,0.00,0.33,0.0000,-679.0856,408.84,333.08,309.67,0.978780,0.060375,0.000000,1.9943,1.0565,6.6
4,0.00,0.37,0.0000,-654.7147,444.21,388.46,309.67,0.996629,0.041015,0.000000,1.9924,1.0546,8.8
5,0.00,0.35,0.0000,-696.1255,271.22,271.22,271.22,0.994451,0.050757,0.000000,1.9905,1.0519,10.9
6,0.00,0.38,0.0000,-639.9216,322.06,322.06,271.22,0.997608,0.061962,0.000000,1.9886,1.0492,13.1
7,0.00,0.42,0.0000,-666.9923,449.18,400.50,271.22,1.003987,0.060601,0.000000,1.9867,1.0486,14.9
8,0.00,0.42,0.0000,-709.2021,354.15,338.47,271.22,1.005211,0.059851,0.000000,1.9848,1.0490,17.0
9,0.00,0.39,0.0000,-672.8496,293.06,293.06,271.22,1.010731,0.053157,0.000000,1.9829,1.0500,19.1
10,0.00,0.40,0.0000,-629.8140,410.66,410.66,271.22,1.004638,0.040499,0.000000,1.9810,1.0502,21.2
11,0.00,0.38,0.0000,-635.3757,339.46,339.46,271.22,0.996900,0.051024,0.000000,1.9791,1.0488,23.3
12,0.00,0.41,0.0000,-625.2654,289.24,289.24,271.22,1.009723,0.047016,0.000000,1.9772,1.0463,25.4
13,0.00,0.42,0.0000,-668.7533,412.84,266.13,266.13,1.007353,0.052509,0.000000,1.9753,1.0438,27.6
14,0.00,0.42,0.0000,-646.4801,355.67,355.67,266.13,0.999364,0.054289,0.000000,1.9734,1.0413,29.7
15,0.00,0.39,0.0000,-677.3505,306.15,285.98,266.13,0.984660,0.058932,0.000000,1.9715,1.0374,31.5
16,0.00,0.43,0.0000,-621.4814,304.71,304.71,266.13,0.996570,0.050992,0.000000,1.9696,1.0332,33.8
17,0.00,0.41,0.0000,-606.0552,340.05,323.09,266.13,1.000609,0.051221,0.000000,1.9677,1.0302,35.9
18,0.00,0.43,0.0000,-588.3092,278.01,278.01,266.13,0.990934,0.056564,0.000000,1.9658,1.0266,38.1
19,0.00,0.42,0.0000,-592.8063,385.03,385.03,266.13,0.991256,0.046509,0.000000,1.9639,1.0223,40.2
20,0.00,0.42,0.0000,-620.2844,462.38,414.10,266.13,1.008693,0.048177,0.000000,1.9620,1.0195,42.3
21,0.00,0.47,0.0000,-574.2239,419.06,359.48,266.13,1.003997,0.046908,0.000000,1.9601,1.0182,44.4
22,0.00,0.43,0.0000,-583.9833,343.07,343.07,266.13,0.995129,0.048897,0.000000,1.9582,1.0164,46.5
23,0.00,0.43,0.0000,-596.2529,367.16,367.16,266.13,0.992935,0.058004,0.000000,1.9563,1.0143,48.7
24,0.00,0.43,0.0000,-664.7380,316.39,316.39,266.13,0.995028,0.051386,0.000000,1.9544,1.0120,50.5
25,0.00,0.45,0.0000,-654.0903,326.09,326.09,266.13,1.002297,0.056943,0.000000,1.9525,1.0088,52.7
26,0.00,0.45,0.0000,-655.5104,302.91,302.91,266.13,0.996587,0.051181,0.000000,1.9506,1.0050,54.8
27,0.00,0.45,0.0000,-573.1139,268.33,268.33,266.13,1.000087,0.057012,0.000000,1.9487,1.0004,56.9
28,0.00,0.50,0.0000,-598.2611,393.48,326.53,266.13,1.021333,0.047889,0.000000,1.9468,0.9975,59.0
29,0.00,0.46,0.0000,-556.9718,280.90,280.24,266.13,1.004344,0.054265,0.000000,1.9449,0.9950,61.1
30,0.00,0.47,0.0000,-576.6235,186.27,186.27,186.27,0.987211,0.062372,0.000000,1.9430,0.9922,63.2
31,0.00,0.46,0.0000,-577.2272,329.37,249.64,186.27,0.990614,0.064516,0.031250,1.9411,0.9897,65.3
32,0.00,0.47,0.0000,-643.9861,471.41,357.55,186.27,1.003813,0.045305,0.000000,1.9392,0.9874,67.1
33,0.00,0.50,0.0000,-610.7216,199.97,199.97,186.27,1.003078,0.046596,0.000000,1.9373,0.9861,69.2
34,0.00,0.52,0.0000,-582.5481,308.39,308.39,186.27,0.996514,0.055015,0.000000,1.9354,0.9838,71.4
35,0.00,0.47,0.0000,-604.9768,268.00,268.00,186.27,0.999986,0.049598,0.000000,1.9335,0.9809,73.5
