step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,0.14,0.0000,-592.5306,607.18,463.91,463.91,1.002234,0.090740,0.000000,1.9981,1.0648,2.6
2,0.00,0.24,0.0000,-628.9122,374.99,374.99,374.99,1.011685,0.063977,0.000000,1.9962,1.0625,5.2
3,0.00,0.08,0.0000,-682.0242,568.16,519.42,374.99,0.972922,0.059459,0.000000,1.9943,1.0625,7.8
4,0.00,0.15,0.0000,-658.8074,296.46,296.46,296.46,0.994194,0.043275,0.000000,1.9924,1.0623,10.3
5,0.00,0.13,0.0000,-702.6589,418.68,418.68,296.46,1.005931,0.058151,0.000000,1.9905,1.0616,12.9
6,0.00,0.20,0.0000,-646.7927,362.13,362.13,296.46,1.004392,0.053275,0.000000,1.9886,1.0612,15.6
7,0.00,0.28,0.0000,-673.5353,403.65,403.65,296.46,1.008643,0.063974,0.000000,1.9867,1.0618,18.1
8,0.00,0.24,0.0000,-718.4142,419.16,419.16,296.46,1.008726,0.063443,0.000000,1.9848,1.0625,20.7
9,0.00,0.22,0.0000,-679.9716,536.04,479.50,296.46,1.006104,0.056447,0.000000,1.9829,1.0636,23.0
10,0.00,0.25,0.0000,-634.7213,350.45,350.45,296.46,0.997371,0.045859,0.000000,1.9810,1.0637,25.6
11,0.00,0.19,0.0000,-639.7321,265.47,265.47,265.47,0.995358,0.047999,0.000000,1.9791,1.0621,28.3
12,0.00,0.27,0.0000,-631.6385,360.11,360.11,265.47,1.008447,0.055224,0.000000,1.9772,1.0603,30.8
13,0.00,0.32,0.0000,-670.8653,285.86,285.86,265.47,1.011079,0.055452,0.000000,1.9753,1.0584,33.4
14,0.00,0.27,0.0000,-651.9123,364.84,364.84,265.47,1.000036,0.055937,0.000000,1.9734,1.0574,36.0
15,0.00,0.21,0.0000,-684.2190,322.13,322.13,265.47,0.988082,0.060605,0.000000,1.9715,1.0557,38.6
16,0.00,0.30,0.0000,-627.1489,301.69,301.69,265.47,0.996529,0.047932,0.000000,1.9696,1.0533,41.1
17,0.00,0.29,0.0000,-617.7370,327.19,327.19,265.47,0.999970,0.050834,0.000000,1.9677,1.0518,43.7
18,0.00,0.31,0.0000,-596.7029,318.10,318.10,265.47,0.989587,0.059835,0.000000,1.9658,1.0499,46.1
19,0.00,0.32,0.0000,-602.7932,357.19,357.19,265.47,0.989111,0.042245,0.000000,1.9639,1.0473,48.7
20,0.00,0.31,0.0000,-628.1279,246.97,246.97,246.97,1.003710,0.043824,0.000000,1.9620,1.0464,51.3
21,0.00,0.38,0.0000,-574.4540,419.97,396.60,246.97,0.999363,0.037352,0.000000,1.9601,1.0468,53.9
22,0.00,0.42,0.0000,-599.2898,368.57,274.78,246.97,1.014051,0.057385,0.000000,1.9582,1.0471,56.5
23,0.00,0.31,0.0000,-603.4301,451.35,451.35,246.97,0.982894,0.047447,0.000000,1.9563,1.0465,59.1
24,0.00,0.32,0.0000,-671.4526,404.43,389.75,246.97,0.996229,0.044628,0.000000,1.9544,1.0448,61.6
25,0.00,0.39,0.0000,-650.1644,280.32,280.32,246.97,1.002118,0.058739,0.000000,1.9525,1.0421,64.3
26,0.00,0.44,0.0000,-651.8240,327.31,327.31,246.97,0.993857,0.056649,0.000000,1.9506,1.0393,66.6
27,0.00,0.40,0.0000,-580.2452,291.33,285.13,246.97,1.001830,0.043741,0.000000,1.9487,1.0354,69.2
28,0.00,0.56,0.0000,-600.7809,222.08,222.08,222.08,1.020724,0.039560,0.000000,1.9468,1.0317,71.8
29,0.00,0.37,0.0000,-554.2939,274.98,244.70,222.08,0.989998,0.046527,0.000000,1.9449,1.0287,74.4
30,0.00,0.44,0.0000,-573.6388,188.80,188.80,188.80,0.998791,0.055012,0.000000,1.9430,1.0256,77.0
31,0.00,0.40,0.0000,-572.4961,268.55,268.55,188.80,0.988029,0.062304,0.031250,1.9411,1.0225,79.6
32,0.00,0.44,0.0000,-630.7483,220.96,220.96,188.80,0.991679,0.056629,0.000000,1.9392,1.0203,82.2
33,0.00,0.56,0.0000,-600.0902,253.41,253.41,188.80,0.999639,0.045850,0.000000,1.9373,1.0190,84.8
34,0.00,0.56,0.0000,-572.7913,213.02,213.02,188.80,1.007685,0.050514,0.000000,1.9354,1.0162,87.2
35,0.00,0.49,0.0000,-596.3681,337.73,288.80,188.80,1.001651,0.045713,0.000000,1.9335,1.0123,89.7
36,0.00,0.50,0.0000,-552.5244,395.02,337.14,188.80,1.001922,0.042148,0.000000,1.9316,1.0097,92.3
37,0.00,0.58,0.0000,-525.0037,160.53,160.53,160.53,1.013722,0.047720,0.000000,1.9297,1.0082,95.0
38,0.00,0.55,0.0000,-550.8536,218.66,217.37,160.53,1.000275,0.054161,0.000000,1.9278,1.0064,97.5
39,0.00,0.57,0.0000,-542.3253,313.24,179.18,160.53,1.012366,0.059746,0.000000,1.9259,1.0038,100.0
40,0.00,0.54,0.0000,-561.4619,348.31,259.23,160.53,1.002279,0.061978,0.000000,1.9240,1.0008,102.4
41,0.00,0.59,0.0000,-504.7202,154.72,154.72,154.72,0.999783,0.068401,0.000000,1.9221,0.9976,105.1
42,0.00,0.60,0.0000,-498.8912,229.43,229.43,154.72,1.002650,0.056994,0.000000,1.9202,0.9941,107.6
43,0.00,0.67,0.0000,-522.6036,203.32,203.32,154.72,1.011700,0.048809,0.000000,1.9183,0.9916,110.0
44,0.00,0.62,0.0000,-567.8685,199.93,183.07,154.72,1.004621,0.048788,0.000000,1.9164,0.9896,112.6
45,0.00,0.61,0.0000,-517.4849,196.50,196.50,154.72,1.002118,0.055935,0.000000,1.9145,0.9871,115.2
46,0.00,0.64,0.0000,-463.3788,219.93,207.97,154.72,1.006390,0.055373,0.000000,1.9126,0.9841,117.7
47,0.00,0.57,0.0000,-539.7960,148.55,148.55,148.55,0.991450,0.070059,0.000000,1.9107,0.9803,120.4
48,0.00,0.62,0.0000,-558.0380,165.52,165.52,148.55,0.987658,0.050537,0.000000,1.9088,0.9765,123.0
49,0.00,0.64,0.0000,-496.1063,189.71,189.71,148.55,0.997437,0.058903,0.031250,1.9069,0.9744,125.6
50,0.00,0.64,0.0000,-525.1901,126.45,126.45,126.45,1.006193,0.053334,0.000000,1.9050,0.9719,128.2
51,0.00,0.65,0.0000,-526.2209,231.95,231.95,126.45,0.985054,0.049303,0.000000,1.9031,0.9688,130.6
52,0.00,0.68,0.0000,-522.3455,174.48,174.48,126.45,0.999276,0.055418,0.000000,1.9012,0.9656,133.1
53,0.00,0.67,0.0000,-477.8344,272.58,117.30,117.30,1.002405,0.048996,0.000000,1.8993,0.9619,135.8
54,0.00,0.74,0.0000,-455.9547,151.20,151.20,117.30,1.024809,0.053740,0.000000,1.8974,0.9581,138.4
55,0.00,0.71,0.0000,-545.9418,222.14,197.57,117.30,1.007040,0.064184,0.000000,1.8955,0.9549,140.7
56,0.00,0.74,0.0000,-486.9465,214.78,167.15,117.30,1.000381,0.051791,0.000000,1.8936,0.9522,143.0
57,0.00,0.76,0.0000,-430.7820,199.19,178.63,117.30,1.015684,0.058907,0.000000,1.8917,0.9502,145.6
58,0.00,0.72,0.0000,-448.9387,119.14,119.14,117.30,1.004505,0.062628,0.000000,1.8898,0.9485,148.2
59,0.00,0.75,0.0000,-555.1538,148.24,148.24,117.30,0.993802,0.049713,0.000000,1.8879,0.9472,150.6
60,0.00,0.70,0.0000,-446.4857,324.95,169.61,117.30,0.987157,0.061013,0.000000,1.8860,0.9459,153.2
61,0.00,0.77,0.0000,-434.6468,154.77,154.77,117.30,0.996910,0.066752,0.000000,1.8841,0.9440,155.8
62,0.00,0.75,0.0000,-447.8122,160.61,160.61,117.30,0.998846,0.067911,0.031250,1.8822,0.9417,158.4
63,0.00,0.75,0.0000,-454.1599,115.43,115.43,115.43,0.991449,0.070976,0.031250,1.8803,0.9387,161.0
64,0.00,0.81,0.0000,-451.2657,82.06,82.06,82.06,1.010522,0.061473,0.000000,1.8784,0.9353,163.6
65,0.00,0.81,0.0000,-437.5007,290.94,134.45,82.06,1.017364,0.052016,0.000000,1.8765,0.9328,166.2
66,0.00,0.77,0.0000,-440.0789,157.36,136.26,82.06,0.986265,0.056011,0.000000,1.8746,0.9308,168.8
67,0.00,0.78,0.0000,-393.1063,167.32,135.49,82.06,0.987084,0.072124,0.000000,1.8727,0.9279,171.4
68,0.00,0.78,0.0000,-437.2211,122.86,122.86,82.06,0.985796,0.055251,0.000000,1.8708,0.9237,173.8
69,0.00,0.77,0.0000,-414.2037,177.70,108.91,82.06,0.998740,0.064430,0.000000,1.8689,0.9196,176.3
