step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-0.00,0.0000,-592.5306,413.86,413.86,413.86,1.008435,0.087866,0.000000,1.9981,1.0647,2.4
2,0.00,0.01,0.0000,-627.9602,406.28,274.54,274.54,1.004198,0.054597,0.000000,1.9962,1.0627,4.6
3,0.00,-0.00,0.0000,-683.3816,638.17,474.32,274.54,0.971322,0.054175,0.000000,1.9943,1.0632,6.7
4,0.00,-0.01,0.0000,-658.6282,402.61,402.61,274.54,0.998019,0.033646,0.000000,1.9924,1.0641,9.0
5,0.00,-0.00,0.0000,-707.2947,472.48,310.58,274.54,1.007826,0.048408,0.000000,1.9905,1.0662,11.2
6,0.00,0.03,0.0000,-654.7953,625.92,411.57,274.54,1.012175,0.042951,0.000000,1.9886,1.0685,13.3
7,0.00,0.00,0.0000,-681.5943,386.98,386.98,274.54,0.994078,0.039488,0.000000,1.9867,1.0694,14.9
8,0.00,-0.01,0.0000,-730.0656,783.73,303.70,274.54,1.000711,0.031572,0.000000,1.9848,1.0695,17.2
9,0.00,-0.01,0.0000,-692.0842,613.53,342.56,274.54,0.994804,0.043079,0.000000,1.9829,1.0689,19.4
10,0.00,-0.00,0.0000,-642.4537,510.26,401.57,274.54,0.990211,0.047971,0.000000,1.9810,1.0669,21.6
11,0.00,0.00,0.0000,-644.6715,473.87,359.86,274.54,1.000576,0.031680,0.000000,1.9791,1.0637,23.8
12,0.00,-0.00,0.0000,-637.2474,747.92,437.16,274.54,0.998853,0.032885,0.000000,1.9772,1.0612,26.0
13,0.00,-0.01,0.0000,-681.1884,289.01,289.01,274.54,1.003600,0.034305,0.000000,1.9753,1.0598,28.2
14,0.00,0.01,0.0000,-669.1962,641.76,423.45,274.54,1.002428,0.042846,0.000000,1.9734,1.0584,30.3
15,0.00,0.02,0.0000,-694.5422,472.18,446.90,274.54,0.991231,0.041127,0.000000,1.9715,1.0557,32.6
16,0.00,0.02,0.0000,-649.1116,411.79,358.45,274.54,1.004939,0.043177,0.000000,1.9696,1.0530,34.8
17,0.00,0.01,0.0000,-648.1083,514.39,449.99,274.54,1.000954,0.035294,0.000000,1.9677,1.0509,36.3
18,0.00,0.01,0.0000,-607.1238,379.63,379.63,274.54,0.999485,0.037374,0.000000,1.9658,1.0492,38.4
19,0.00,0.00,0.0000,-615.5209,792.19,417.92,274.54,0.996187,0.042088,0.000000,1.9639,1.0475,40.6
20,0.00,0.01,0.0000,-664.0143,563.39,475.45,274.54,1.001702,0.047499,0.000000,1.9620,1.0457,42.9
21,0.00,0.00,0.0000,-588.8268,453.48,453.48,274.54,1.000248,0.035496,0.000000,1.9601,1.0442,45.0
22,0.00,0.02,0.0000,-652.6887,510.15,464.88,274.54,1.004148,0.024249,0.000000,1.9582,1.0429,47.2
23,0.00,0.01,0.0000,-635.4261,486.38,486.38,274.54,0.991635,0.039798,0.000000,1.9563,1.0417,49.4
24,0.00,-0.01,0.0000,-706.9769,608.09,482.56,274.54,1.002979,0.036056,0.000000,1.9544,1.0403,51.5
25,0.00,0.01,0.0000,-674.7968,425.38,294.54,274.54,1.001060,0.042911,0.000000,1.9525,1.0387,53.7
26,0.00,0.02,0.0000,-677.2396,664.11,405.09,274.54,0.991964,0.043491,0.000000,1.9506,1.0370,55.9
27,0.00,0.03,0.0000,-621.3107,593.30,409.39,274.54,1.002188,0.044961,0.000000,1.9487,1.0343,57.4
28,0.00,0.02,0.0000,-636.8871,554.17,428.58,274.54,0.997606,0.025903,0.000000,1.9468,1.0322,59.5
29,0.00,-0.01,0.0000,-594.6324,789.35,441.95,274.54,0.995672,0.029287,0.000000,1.9449,1.0306,61.7
30,0.00,0.00,0.0000,-585.3904,679.54,314.52,274.54,0.988379,0.039580,0.000000,1.9430,1.0286,63.9
31,0.00,0.01,0.0000,-622.5607,389.72,389.72,274.54,0.994962,0.040504,0.000000,1.9411,1.0261,66.0
32,0.00,-0.00,0.0000,-694.4061,473.54,402.12,274.54,0.995694,0.044614,0.000000,1.9392,1.0233,68.2
33,0.00,0.00,0.0000,-662.9089,649.72,360.80,274.54,1.003755,0.032673,0.000000,1.9373,1.0197,70.4
34,0.00,0.03,0.0000,-618.5118,683.79,416.67,274.54,1.005760,0.027547,0.000000,1.9354,1.0172,72.4
35,0.00,0.02,0.0000,-675.0323,631.23,427.98,274.54,1.007940,0.027873,0.000000,1.9335,1.0157,74.6
36,0.00,0.03,0.0000,-591.1995,661.94,468.86,274.54,1.013783,0.027106,0.000000,1.9316,1.0146,76.8
37,0.00,0.03,0.0000,-570.4215,432.21,354.57,274.54,0.995493,0.038116,0.000000,1.9297,1.0135,78.6
38,0.00,-0.00,0.0000,-619.1220,446.98,413.25,274.54,0.996738,0.046849,0.000000,1.9278,1.0114,80.5
39,0.00,-0.00,0.0000,-603.5547,346.33,346.33,274.54,0.997453,0.038233,0.000000,1.9259,1.0084,82.7
40,0.00,0.02,0.0000,-635.9907,494.08,494.08,274.54,0.998988,0.045058,0.000000,1.9240,1.0050,84.8
41,0.00,0.00,0.0000,-580.1886,542.91,385.82,274.54,0.998287,0.044432,0.000000,1.9221,1.0028,87.0
42,0.00,0.01,0.0000,-562.7621,494.87,460.79,274.54,0.994401,0.042409,0.000000,1.9202,1.0018,89.3
43,0.00,0.03,0.0000,-630.5508,438.21,425.51,274.54,1.001994,0.044405,0.000000,1.9183,0.9998,91.3
44,0.00,-0.00,0.0000,-694.1947,819.61,455.99,274.54,1.007718,0.056516,0.000000,1.9164,0.9959,93.6
45,0.00,0.01,0.0000,-614.6441,586.27,488.28,274.54,1.005596,0.047414,0.000000,1.9145,0.9923,95.8
46,0.00,0.01,0.0000,-553.7144,427.13,427.13,274.54,0.982736,0.041358,0.000000,1.9126,0.9894,98.0
47,0.00,0.01,0.0000,-675.8243,642.19,450.20,274.54,1.000369,0.034442,0.000000,1.9107,0.9866,100.0
48,0.00,-0.00,0.0000,-619.2354,625.86,360.17,274.54,0.994527,0.054725,0.000000,1.9088,0.9843,101.8
49,0.00,0.03,0.0000,-623.2216,296.10,296.10,274.54,0.998387,0.046461,0.000000,1.9069,0.9817,103.9
50,0.00,0.01,0.0000,-662.6802,691.82,490.59,274.54,0.996846,0.036105,0.000000,1.9050,0.9790,106.1
51,0.00,0.04,0.0000,-629.6584,450.60,450.60,274.54,1.006210,0.044947,0.000000,1.9031,0.9778,108.3
52,0.00,0.02,0.0000,-625.0498,510.91,366.64,274.54,1.004208,0.033616,0.000000,1.9012,0.9780,110.5
53,0.00,0.02,0.0000,-608.7820,311.42,311.42,274.54,0.989993,0.024438,0.000000,1.8993,0.9792,112.7
54,0.00,0.03,0.0000,-593.2092,581.68,317.56,274.54,1.009761,0.038859,0.000000,1.8974,0.9796,114.9
55,0.00,0.01,0.0000,-689.3053,399.98,399.98,274.54,0.984179,0.043831,0.000000,1.8955,0.9793,117.0
56,0.00,0.03,0.0000,-665.3662,750.02,427.91,274.54,0.993539,0.042195,0.000000,1.8936,0.9781,119.3
57,0.00,0.03,0.0000,-598.7086,580.86,422.25,274.54,0.990895,0.038370,0.000000,1.8917,0.9768,121.4
58,0.00,0.01,0.0000,-603.3621,665.87,349.63,274.54,0.987215,0.058033,0.031250,1.8898,0.9741,122.9
59,0.00,0.05,0.0000,-709.1672,685.92,282.40,274.54,1.011931,0.047388,0.000000,1.8879,0.9715,125.1
