step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-16909.38,0.0000,-592.5306,512.24,437.87,437.87,0.995064,0.092916,0.000000,1.9981,1.0688,2.7
2,0.00,-18289.05,0.0000,-629.2854,652.29,504.68,437.87,0.998587,0.060393,0.000000,1.9962,1.0698,5.5
3,0.00,-14155.77,0.0000,-688.8173,357.32,357.32,357.32,1.028014,0.061307,0.000000,1.9943,1.0683,8.3
4,0.00,-15077.72,0.0000,-665.7019,406.52,406.52,357.32,1.008814,0.042167,0.000000,1.9924,1.0673,11.1
5,0.00,-14943.96,0.0000,-707.2439,344.14,344.14,344.14,0.990682,0.056532,0.000000,1.9905,1.0664,13.9
6,0.00,-15734.80,0.0000,-656.6287,538.33,510.73,344.14,0.994787,0.058263,0.000000,1.9886,1.0649,16.7
7,0.00,-16554.00,0.0000,-684.2314,460.12,460.12,344.14,0.997289,0.059498,0.000000,1.9867,1.0636,19.5
8,0.00,-15650.17,0.0000,-742.7134,465.75,465.75,344.14,0.993823,0.057506,0.000000,1.9848,1.0619,22.3
9,0.00,-14889.21,0.0000,-696.0333,404.79,404.79,344.14,0.996379,0.050025,0.000000,1.9829,1.0596,25.0
10,0.00,-14790.40,0.0000,-637.5299,376.02,376.02,344.14,1.006446,0.041469,0.000000,1.9810,1.0585,27.5
11,0.00,-13629.28,0.0000,-645.9109,405.41,405.41,344.14,1.003665,0.047557,0.000000,1.9791,1.0593,30.3
12,0.00,-14945.92,0.0000,-644.2835,457.03,415.86,344.14,0.995183,0.049091,0.000000,1.9772,1.0593,33.1
13,0.00,-15638.36,0.0000,-694.4586,453.10,409.17,344.14,0.990496,0.051905,0.000000,1.9753,1.0593,35.7
14,0.00,-13892.63,0.0000,-660.0392,432.45,432.45,344.14,0.999229,0.050795,0.000000,1.9734,1.0588,38.5
15,0.00,-12717.41,0.0000,-685.4415,376.82,363.00,344.14,1.006551,0.061581,0.031250,1.9715,1.0584,41.4
16,0.00,-13134.72,0.0000,-661.0625,473.83,416.58,344.14,1.005522,0.040270,0.000000,1.9696,1.0583,44.2
17,0.00,-13021.13,0.0000,-658.8542,332.27,332.27,332.27,1.003417,0.049761,0.000000,1.9677,1.0570,46.9
18,0.00,-12441.45,0.0000,-599.3842,238.37,238.37,238.37,1.013236,0.052538,0.000000,1.9658,1.0558,49.7
19,0.00,-12151.39,0.0000,-599.3912,242.53,242.53,238.37,1.007833,0.044378,0.000000,1.9639,1.0550,52.1
20,0.00,-12108.07,0.0000,-665.9368,382.59,376.88,238.37,1.002437,0.042732,0.000000,1.9620,1.0538,54.9
21,0.00,-12092.91,0.0000,-596.6252,370.48,370.48,238.37,1.004718,0.046361,0.000000,1.9601,1.0525,57.7
22,0.00,-14139.86,0.0000,-628.2479,380.35,380.35,238.37,0.983840,0.056937,0.000000,1.9582,1.0512,60.5
23,0.00,-11053.56,0.0000,-626.2004,321.18,321.18,238.37,1.024377,0.064394,0.000000,1.9563,1.0497,63.2
24,0.00,-11077.41,0.0000,-686.3981,466.01,395.36,238.37,1.003267,0.037081,0.000000,1.9544,1.0495,66.0
25,0.00,-12021.49,0.0000,-665.7365,254.62,254.62,238.37,0.995880,0.052199,0.000000,1.9525,1.0490,68.8
26,0.00,-12518.77,0.0000,-640.5675,275.39,275.39,238.37,1.009212,0.070109,0.000000,1.9506,1.0483,71.5
27,0.00,-11293.80,0.0000,-615.7367,254.50,254.50,238.37,0.996796,0.049536,0.000000,1.9487,1.0478,74.3
28,0.00,-13008.10,0.0000,-639.2858,340.78,340.78,238.37,0.987784,0.042559,0.000000,1.9468,1.0471,76.9
29,0.00,-9365.57,0.0000,-589.0425,263.61,263.61,238.37,1.020185,0.050870,0.000000,1.9449,1.0466,79.5
30,0.00,-10548.00,0.0000,-577.5568,335.61,290.80,238.37,1.001373,0.048742,0.000000,1.9430,1.0459,82.2
31,0.00,-10356.84,0.0000,-590.3447,495.74,365.72,238.37,1.005059,0.043067,0.000000,1.9411,1.0448,85.0
32,0.00,-10705.76,0.0000,-666.7230,452.28,361.25,238.37,1.007527,0.060883,0.000000,1.9392,1.0436,87.8
33,0.00,-12522.27,0.0000,-629.3826,262.38,262.38,238.37,0.996932,0.038993,0.000000,1.9373,1.0418,90.6
34,0.00,-11419.06,0.0000,-575.9400,352.53,352.53,238.37,0.988447,0.042475,0.000000,1.9354,1.0393,93.3
35,0.00,-10646.37,0.0000,-615.0656,448.17,331.21,238.37,0.993584,0.044526,0.000000,1.9335,1.0373,96.1
36,0.00,-9613.83,0.0000,-549.0738,198.52,198.52,198.52,1.002598,0.051699,0.000000,1.9316,1.0356,98.9
37,0.00,-9650.75,0.0000,-593.7416,371.65,302.79,198.52,1.005558,0.039714,0.000000,1.9297,1.0337,101.6
38,0.00,-10684.76,0.0000,-585.1476,244.59,244.59,198.52,1.003064,0.047535,0.000000,1.9278,1.0317,103.6
39,0.00,-10358.07,0.0000,-586.5836,268.91,268.91,198.52,0.994287,0.046011,0.000000,1.9259,1.0304,106.3
40,0.00,-9266.16,0.0000,-622.3418,357.82,294.58,198.52,0.999341,0.045862,0.000000,1.9240,1.0295,108.9
41,0.00,-9732.01,0.0000,-567.9275,262.53,262.53,198.52,0.996768,0.060405,0.000000,1.9221,1.0287,111.6
42,0.00,-8406.56,0.0000,-531.1341,273.07,273.07,198.52,1.019923,0.049307,0.000000,1.9202,1.0276,114.3
43,0.00,-10891.73,0.0000,-589.6707,317.26,317.26,198.52,0.976494,0.065857,0.031250,1.9183,1.0254,117.0
44,0.00,-10173.52,0.0000,-611.6927,332.40,325.95,198.52,0.984175,0.050597,0.000000,1.9164,1.0225,119.8
45,0.00,-9173.76,0.0000,-565.5057,339.65,335.12,198.52,0.996382,0.044023,0.000000,1.9145,1.0201,122.6
46,0.00,-8932.47,0.0000,-523.2687,368.83,359.41,198.52,1.001694,0.048287,0.000000,1.9126,1.0183,125.4
47,0.00,-9155.79,0.0000,-610.3447,213.58,213.58,198.52,0.999933,0.053272,0.000000,1.9107,1.0172,127.8
48,0.00,-7800.09,0.0000,-620.0100,223.92,223.92,198.52,1.013689,0.046185,0.000000,1.9088,1.0169,130.6
49,0.00,-8059.91,0.0000,-528.3283,330.35,292.08,198.52,1.000829,0.062518,0.000000,1.9069,1.0156,133.2
50,0.00,-9017.24,0.0000,-590.0133,344.73,340.38,198.52,0.986880,0.056171,0.000000,1.9050,1.0131,136.0
51,0.00,-7752.35,0.0000,-564.5006,251.69,206.48,198.52,1.007805,0.065277,0.000000,1.9031,1.0092,138.8
52,0.00,-8079.82,0.0000,-588.8857,286.59,269.51,198.52,0.997493,0.054765,0.000000,1.9012,1.0049,141.6
53,0.00,-8029.98,0.0000,-509.7703,311.38,308.26,198.52,1.002339,0.036788,0.000000,1.8993,1.0018,144.3
54,0.00,-8109.28,0.0000,-578.6952,412.38,313.54,198.52,0.993452,0.055172,0.000000,1.8974,0.9986,147.1
55,0.00,-8926.10,0.0000,-604.6598,247.22,247.22,198.52,0.978887,0.059492,0.000000,1.8955,0.9949,149.9
56,0.00,-7988.06,0.0000,-619.9208,297.77,295.97,198.52,0.994250,0.046940,0.000000,1.8936,0.9904,152.3
57,0.00,-8668.14,0.0000,-496.0942,308.29,279.88,198.52,0.992231,0.049520,0.000000,1.8917,0.9857,155.0
58,0.00,-8501.36,0.0000,-544.7600,221.45,221.45,198.52,0.993159,0.076273,0.031250,1.8898,0.9809,157.8
59,0.00,-7064.99,0.0000,-565.8725,307.58,299.79,198.52,0.995578,0.040020,0.000000,1.8879,0.9766,160.5
60,0.00,-6716.86,0.0000,-490.5860,255.83,255.83,198.52,1.012503,0.051593,0.000000,1.8860,0.9710,163.3
61,0.00,-7863.10,0.0000,-495.5166,277.66,277.66,198.52,0.995660,0.053838,0.000000,1.8841,0.9642,166.0
62,0.00,-7301.07,0.0000,-541.8341,326.41,260.41,198.52,0.994790,0.059276,0.031250,1.8822,0.9568,168.8
63,0.00,-7019.64,0.0000,-532.6740,247.57,247.57,198.52,0.991658,0.061145,0.000000,1.8803,0.9500,171.6
64,0.00,-7388.36,0.0000,-562.0902,290.95,274.62,198.52,0.994273,0.056430,0.000000,1.8784,0.9449,174.4
65,0.00,-7637.00,0.0000,-488.9495,216.61,216.61,198.52,0.989044,0.058136,0.000000,1.8765,0.9407,176.7
66,0.00,-6536.25,0.0000,-517.4050,203.63,203.63,198.52,1.007540,0.059868,0.000000,1.8746,0.9357,179.5
67,0.00,-6369.06,0.0000,-498.1629,214.69,214.69,198.52,0.998635,0.061327,0.000000,1.8727,0.9309,182.4
