step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-28.42,0.0000,-592.5306,212.26,198.01,198.01,0.993884,0.093359,0.031250,1.9981,1.0649,2.2
2,0.00,-28.68,0.0000,-627.4699,204.41,204.41,198.01,0.996864,0.054448,0.000000,1.9962,1.0633,3.8
3,0.00,-24.08,0.0000,-681.3914,208.89,198.56,198.01,1.025853,0.066136,0.000000,1.9943,1.0615,5.5
4,0.00,-23.19,0.0000,-656.9918,201.10,182.62,182.62,1.015103,0.044210,0.000000,1.9924,1.0597,7.6
5,0.00,-26.57,0.0000,-695.0131,202.96,202.96,182.62,0.984924,0.058169,0.000000,1.9905,1.0570,9.6
6,0.00,-26.65,0.0000,-636.5521,233.80,221.80,182.62,0.984058,0.050804,0.000000,1.9886,1.0530,11.6
7,0.00,-24.84,0.0000,-671.3267,169.54,155.20,155.20,0.997740,0.051064,0.000000,1.9867,1.0500,13.6
8,0.00,-26.27,0.0000,-718.7422,238.79,202.08,155.20,0.993272,0.048113,0.000000,1.9848,1.0478,15.6
9,0.00,-24.90,0.0000,-674.4186,141.64,141.64,141.64,0.994822,0.055307,0.000000,1.9829,1.0459,17.7
10,0.00,-24.23,0.0000,-624.8675,140.43,140.43,140.43,1.009004,0.037069,0.000000,1.9810,1.0436,19.7
11,0.00,-24.79,0.0000,-634.4507,249.34,196.81,140.43,1.006823,0.031530,0.000000,1.9791,1.0410,21.8
12,0.00,-26.82,0.0000,-625.3969,298.51,207.52,140.43,1.005472,0.048764,0.000000,1.9772,1.0367,23.1
13,0.00,-27.66,0.0000,-673.3376,179.66,173.02,140.43,0.993721,0.032929,0.000000,1.9753,1.0321,25.0
14,0.00,-21.99,0.0000,-627.4719,173.78,173.78,140.43,0.991682,0.046189,0.000000,1.9734,1.0280,27.0
15,0.00,-23.89,0.0000,-659.4752,184.08,184.08,140.43,0.995264,0.054813,0.031250,1.9715,1.0233,29.1
16,0.00,-22.77,0.0000,-632.6329,125.50,125.50,125.50,1.010191,0.050810,0.000000,1.9696,1.0187,31.0
17,0.00,-22.57,0.0000,-609.8583,177.58,130.87,125.50,1.001651,0.054441,0.000000,1.9677,1.0134,32.8
18,0.00,-21.76,0.0000,-573.5554,142.70,142.70,125.50,1.004234,0.047735,0.000000,1.9658,1.0081,34.9
19,0.00,-21.78,0.0000,-570.9678,238.12,177.56,125.50,0.994705,0.050918,0.000000,1.9639,1.0032,36.9
20,0.00,-20.51,0.0000,-620.3056,251.12,195.86,125.50,1.004725,0.051605,0.000000,1.9620,0.9997,38.8
