step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,-0.03,0.0000,-592.5306,512.24,437.87,437.87,0.991734,0.096818,0.000000,1.9981,1.0678,2.8
2,0.00,-0.04,0.0000,-629.4492,659.38,511.85,437.87,1.000860,0.043044,0.000000,1.9962,1.0692,5.6
3,0.00,-0.03,0.0000,-689.4091,363.86,363.86,363.86,0.995653,0.051229,0.000000,1.9943,1.0703,8.3
4,0.00,-0.06,0.0000,-665.8341,630.21,430.03,363.86,0.994157,0.045041,0.000000,1.9924,1.0705,11.1
5,0.00,-0.02,0.0000,-711.7090,704.53,366.54,363.86,1.002363,0.055553,0.000000,1.9905,1.0724,13.9
6,0.00,-0.02,0.0000,-667.9884,561.09,547.12,363.86,1.022115,0.047284,0.000000,1.9886,1.0745,16.6
7,0.00,-0.02,0.0000,-686.7268,497.63,497.63,363.86,0.993541,0.030696,0.000000,1.9867,1.0749,19.3
8,0.00,-0.01,0.0000,-747.0177,507.99,507.99,363.86,1.000571,0.043945,0.000000,1.9848,1.0746,22.1
9,0.00,-0.03,0.0000,-702.4888,577.18,448.59,363.86,0.997971,0.051953,0.000000,1.9829,1.0739,24.9
10,0.00,-0.03,0.0000,-650.8457,402.71,402.71,363.86,0.989960,0.033608,0.000000,1.9810,1.0737,27.5
11,0.00,-0.01,0.0000,-652.2368,521.25,461.23,363.86,1.006344,0.041332,0.000000,1.9791,1.0748,30.1
12,0.00,-0.02,0.0000,-651.3515,635.77,474.38,363.86,0.994319,0.034364,0.000000,1.9772,1.0769,33.0
13,0.00,-0.01,0.0000,-695.3066,474.24,418.78,363.86,0.998833,0.037254,0.000000,1.9753,1.0786,35.7
14,0.00,-0.02,0.0000,-689.4122,718.71,510.66,363.86,1.004666,0.037775,0.000000,1.9734,1.0788,38.4
15,0.00,-0.02,0.0000,-714.6338,433.69,433.69,363.86,0.992059,0.035949,0.000000,1.9715,1.0795,41.2
16,0.00,-0.03,0.0000,-670.6263,515.49,510.73,363.86,1.003763,0.041892,0.000000,1.9696,1.0796,44.0
17,0.00,-0.03,0.0000,-691.8433,672.89,452.48,363.86,1.014195,0.057188,0.000000,1.9677,1.0800,46.8
18,0.00,-0.01,0.0000,-634.5151,328.54,328.54,328.54,0.994109,0.033211,0.000000,1.9658,1.0793,49.6
19,0.00,-0.00,0.0000,-652.2173,377.68,341.26,328.54,1.018766,0.035991,0.000000,1.9639,1.0783,52.4
20,0.00,-0.01,0.0000,-693.6736,624.26,512.01,328.54,1.004498,0.048708,0.000000,1.9620,1.0769,54.9
21,0.00,-0.02,0.0000,-621.3639,589.19,481.36,328.54,1.004561,0.046929,0.000000,1.9601,1.0758,57.7
22,0.00,-0.00,0.0000,-682.6415,880.60,485.37,328.54,1.004474,0.045310,0.000000,1.9582,1.0756,60.4
23,0.00,-0.01,0.0000,-675.9775,655.49,451.47,328.54,0.995471,0.046940,0.000000,1.9563,1.0754,63.1
24,0.00,-0.02,0.0000,-724.6216,743.02,515.98,328.54,0.998363,0.043296,0.000000,1.9544,1.0767,65.9
25,0.00,-0.02,0.0000,-707.5760,900.34,368.13,328.54,0.991029,0.054970,0.000000,1.9525,1.0772,68.7
26,0.00,0.00,0.0000,-709.8414,376.33,376.33,328.54,0.992382,0.053047,0.000000,1.9506,1.0783,71.4
27,0.00,0.00,0.0000,-687.9787,647.79,445.63,328.54,1.008151,0.036715,0.000000,1.9487,1.0786,74.2
28,0.00,-0.01,0.0000,-679.6350,459.83,459.83,328.54,1.003573,0.047204,0.000000,1.9468,1.0794,77.0
29,0.00,-0.02,0.0000,-651.8070,454.17,454.17,328.54,0.998085,0.035580,0.000000,1.9449,1.0803,79.5
30,0.00,-0.01,0.0000,-618.8370,464.30,459.51,328.54,0.995771,0.029720,0.000000,1.9430,1.0794,82.3
31,0.00,-0.00,0.0000,-677.2581,531.31,531.31,328.54,1.004962,0.036537,0.000000,1.9411,1.0775,85.2
32,0.00,-0.02,0.0000,-753.4134,589.36,583.75,328.54,0.996419,0.046277,0.000000,1.9392,1.0737,87.8
33,0.00,-0.04,0.0000,-708.7289,734.95,497.89,328.54,0.994483,0.040942,0.000000,1.9373,1.0694,90.6
34,0.00,-0.01,0.0000,-661.1279,550.40,550.40,328.54,1.001763,0.030069,0.000000,1.9354,1.0662,93.4
35,0.00,0.01,0.0000,-756.5135,641.75,561.26,328.54,0.999799,0.032380,0.000000,1.9335,1.0642,96.2
36,0.00,-0.02,0.0000,-628.7763,536.05,431.37,328.54,0.997263,0.037680,0.000000,1.9316,1.0620,98.9
37,0.00,0.01,0.0000,-644.7961,462.07,462.07,328.54,0.994597,0.030751,0.000000,1.9297,1.0608,101.8
38,0.00,-0.00,0.0000,-679.6685,763.13,463.51,328.54,1.004262,0.050329,0.000000,1.9278,1.0585,104.2
39,0.00,0.01,0.0000,-653.0925,432.02,432.02,328.54,1.001222,0.030662,0.000000,1.9259,1.0565,106.9
40,0.00,-0.00,0.0000,-702.3232,675.22,509.70,328.54,0.992253,0.042197,0.000000,1.9240,1.0547,109.8
41,0.00,-0.00,0.0000,-662.6919,499.79,499.79,328.54,0.998911,0.033080,0.000000,1.9221,1.0541,112.5
42,0.00,-0.00,0.0000,-633.0116,713.13,503.96,328.54,0.996629,0.044417,0.000000,1.9202,1.0545,115.3
43,0.00,0.01,0.0000,-715.5583,495.51,495.51,328.54,1.009723,0.039996,0.000000,1.9183,1.0543,118.1
44,0.00,0.00,0.0000,-775.4374,830.50,538.53,328.54,1.000950,0.044958,0.000000,1.9164,1.0528,120.8
45,0.00,0.01,0.0000,-691.1395,705.80,474.52,328.54,1.003057,0.044427,0.000000,1.9145,1.0513,123.6
