step,reward_l1_mean,reward_l2_mean,reward_tt_mean,reward_prior_mean,mae_display,mae_oracle_best,best_mae_global,ratio_mean,ratio_std,clip_frac,temperature,entropy,wall_time
1,0.00,0.70,0.0000,-592.5306,212.26,198.01,198.01,0.989364,0.090035,0.031250,1.9981,1.0666,2.7
2,0.00,0.69,0.0000,-627.8956,205.21,205.21,198.01,0.996384,0.057355,0.000000,1.9962,1.0664,5.5
3,0.00,0.77,0.0000,-681.9374,208.82,199.21,198.01,1.025462,0.065166,0.000000,1.9943,1.0647,8.3
4,0.00,0.78,0.0000,-657.8044,202.41,183.63,183.63,1.013964,0.044487,0.000000,1.9924,1.0629,11.2
5,0.00,0.73,0.0000,-695.4910,201.92,201.92,183.63,0.985299,0.057867,0.000000,1.9905,1.0603,14.0
6,0.00,0.73,0.0000,-637.3997,234.17,221.92,183.63,0.984363,0.049860,0.000000,1.9886,1.0565,16.8
7,0.00,0.76,0.0000,-672.3552,170.14,155.42,155.42,0.997725,0.050637,0.000000,1.9867,1.0537,19.6
8,0.00,0.73,0.0000,-719.3819,238.53,202.22,155.42,0.993641,0.046459,0.000000,1.9848,1.0517,22.4
9,0.00,0.75,0.0000,-675.0078,142.56,142.56,142.56,0.994582,0.054899,0.000000,1.9829,1.0499,25.1
10,0.00,0.77,0.0000,-625.8765,141.05,141.05,141.05,1.008581,0.037884,0.000000,1.9810,1.0480,27.7
11,0.00,0.76,0.0000,-635.4701,250.37,196.72,141.05,1.007292,0.032290,0.000000,1.9791,1.0456,30.5
12,0.00,0.73,0.0000,-627.1111,299.98,207.96,141.05,1.005134,0.047727,0.000000,1.9772,1.0412,33.3
13,0.00,0.71,0.0000,-674.7372,180.26,173.98,141.05,0.993878,0.032161,0.000000,1.9753,1.0364,36.2
14,0.00,0.80,0.0000,-628.3488,174.71,174.71,141.05,0.991415,0.045264,0.000000,1.9734,1.0322,39.0
15,0.00,0.77,0.0000,-660.9316,183.48,183.48,141.05,0.994868,0.053681,0.031250,1.9715,1.0274,41.8
16,0.00,0.78,0.0000,-633.8756,134.27,125.93,125.93,1.009859,0.051527,0.000000,1.9696,1.0228,44.6
17,0.00,0.79,0.0000,-611.1633,178.20,130.78,125.93,1.001503,0.054644,0.000000,1.9677,1.0174,47.6
18,0.00,0.80,0.0000,-575.1537,141.54,141.54,125.93,1.004056,0.047446,0.000000,1.9658,1.0120,50.3
19,0.00,0.80,0.0000,-572.3364,238.27,177.78,125.93,0.994512,0.050306,0.000000,1.9639,1.0073,52.9
20,0.00,0.83,0.0000,-621.7612,251.72,195.49,125.93,1.004979,0.051895,0.000000,1.9620,1.0040,55.6
21,0.00,0.85,0.0000,-567.6213,102.56,102.56,102.56,1.002651,0.046577,0.000000,1.9601,1.0015,58.5
22,0.00,0.76,0.0000,-572.4158,136.30,136.30,102.56,0.981387,0.049449,0.000000,1.9582,0.9990,61.3
23,0.00,0.83,0.0000,-586.0050,241.83,182.31,102.56,1.010419,0.076716,0.000000,1.9563,0.9958,64.0
